image,class,ocr_text
two_col_60170,x_axis_label,Nunavut
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_4081,x_axis_label,
two_col_63311,x_axis_label,‘iscal yea
two_col_63311,x_axis_label,212
two_col_63311,x_axis_label,Mle
two_col_63311,x_axis_label,°2n17
two_col_63311,x_axis_label,NIE
two_col_63311,x_axis_label,N15
two_col_63311,x_axis_label,21>
two_col_63311,x_axis_label,N10
two_col_63311,x_axis_label,2017
two_col_63311,x_axis_label,2NNC
two_col_20871,x_axis_label,Rarhado-
two_col_20871,x_axis_label,Aruh:
two_col_20871,x_axis_label,¢ Vincent and the Crenadine
two_col_20871,x_axis_label,ntiqua and Barbudz
two_col_20871,x_axis_label,ormer Netherlands Antilles.
two_col_20871,x_axis_label,NS Virgin Island
two_col_20871,x_axis_label,ominican Republic
two_col_20871,x_axis_label,Haiti
two_col_20871,x_axis_label,Trinidad and Tobaa:
two_col_20871,x_axis_label,ritich Virnin Icland
two_col_20871,x_axis_label,St Kitts and Nevi-
two_col_20871,x_axis_label,Che
two_col_20871,x_axis_label,mayan Island
two_col_20871,x_axis_label,Anan
two_col_20871,x_axis_label,Rermuda
two_col_20871,x_axis_label,
two_col_20871,x_axis_label,lamaicz
two_col_20871,x_axis_label,St Luciz
two_col_20871,x_axis_label,Carihhear
two_col_20871,x_axis_label,Dierta Ricc
two_col_20871,x_axis_label,Dominicz
two_col_20871,x_axis_label,Bahamas
two_col_20871,x_axis_label,Martinique
two_col_2706,x_axis_label,4] 2014
two_col_2706,x_axis_label,2012
two_col_2706,x_axis_label,201 -
multi_col_994,legend_label,"12 weeks to March 29, 2015."
multi_col_994,legend_label,12 weeks to March 26. 2017
multi_col_994,x_axis_label,he Co-onerative
multi_col_994,x_axis_label,Ireland
multi_col_994,x_axis_label,Acda
multi_col_994,x_axis_label,Aldi
multi_col_994,x_axis_label,ther multiples
multi_col_994,x_axis_label,Bee
multi_col_994,x_axis_label,Tecen
multi_col_994,x_axis_label,Morrisons
multi_col_994,x_axis_label,Lid!
multi_col_994,x_axis_label,Naitroce
two_col_20165,x_axis_label,HHEena ROO
two_col_20165,x_axis_label,‘sia California Sur
two_col_20165,x_axis_label,Colimz
two_col_20165,x_axis_label,Navarit
two_col_20165,x_axis_label,Coahuilz
two_col_20165,x_axis_label,
two_col_20165,x_axis_label,State of Mexic
two_col_20165,x_axis_label,
two_col_20165,x_axis_label,
two_col_20165,x_axis_label,Oaxacz
two_col_20165,x_axis_label,
two_col_20165,x_axis_label,~ampeche
two_col_20165,x_axis_label,Chianas
two_col_20165,x_axis_label,Duranoc
two_col_20165,x_axis_label,Morelos
two_col_20165,x_axis_label,Tlaxcalz
two_col_20165,x_axis_label,Quintana Roc
two_col_20165,x_axis_label,aia California
two_col_20165,x_axis_label,Chihuahuz
two_col_20165,x_axis_label,Michoacar
two_col_20165,x_axis_label,Juerétara
two_col_20165,x_axis_label,Jacatecas
two_col_20165,x_axis_label,
two_col_20165,x_axis_label,Yucatar
two_col_20165,x_axis_label,
two_col_20165,x_axis_label,Hi dalac
two_col_20165,x_axis_label,an Luis Potos
two_col_20165,x_axis_label,Sonor:
two_col_20165,x_axis_label,
two_col_20165,x_axis_label,Pahascc
two_col_20165,x_axis_label,Tamaulipas
two_col_20165,x_axis_label,Veracruz
two_col_20165,x_axis_label,Mexico City
multi_col_1115,legend_label,
multi_col_1115,x_axis_label,2014
multi_col_1115,legend_label,Female
multi_col_1115,x_axis_label,2011
multi_col_1115,x_axis_label,202¢
multi_col_1115,x_axis_label,201:
multi_col_1115,x_axis_label,2013
multi_col_1115,x_axis_label,201°
multi_col_1115,x_axis_label,201C
multi_col_1115,x_axis_label,2017
multi_col_1115,x_axis_label,20O1¢
multi_col_1115,x_axis_label,2012
multi_col_1115,x_axis_label,2018
two_col_42276,x_axis_label,202 Ree:
two_col_42276,x_axis_label,"2018"""
two_col_42276,x_axis_label,201
two_col_42276,x_axis_label,wW1e
two_col_42276,x_axis_label,2015
two_col_42276,x_axis_label,2012
two_col_42276,x_axis_label,w1eE
two_col_42276,x_axis_label,2017
multi_col_20850,x_axis_label,2018
multi_col_20850,legend_label,Warner Bros.
multi_col_20850,legend_label,4ome Box Office
multi_col_20850,legend_label,Turne
multi_col_20850,legend_label,Time Inc
multi_col_20850,x_axis_label,201¢
2661,x_axis_label,
2661,x_axis_label,
2661,x_axis_label,
2661,x_axis_label,Alemania
2661,x_axis_label,
2661,x_axis_label,
2661,x_axis_label,"Reino Unido
Huneria"
2661,x_axis_label,Lituania
2661,title,"Pocos creen que los elegidos para
cargos oficiales se preocupen por su
opinién

% que esta___ con que la mayoria de los elegidos
para cargos oficiales se preocupa de lo que
piensa la agente como ellos"
2661,x_axis_label,Italia
2661,x_axis_label,Eslovaquia
2661,x_axis_label,Bulgaria
2661,x_axis_label,"Eslovaquia
Alemania"
2661,x_axis_label,Ucrania
2661,x_axis_label,Suecia
2661,x_axis_label,"Paises Bajos
Polonia"
2661,legend_label,En desacuerdo
2661,x_axis_label,Republica Checa
2661,x_axis_label,Espana
2661,legend_label,De acuerdo
2661,x_axis_label,Grecia
2661,x_axis_label,Rusia
two_col_3921,x_axis_label,
two_col_3921,x_axis_label,
two_col_3921,x_axis_label,
two_col_3921,x_axis_label,
two_col_3921,x_axis_label,
two_col_3921,x_axis_label,
two_col_3921,x_axis_label,
two_col_3921,x_axis_label,
two_col_3921,x_axis_label,
two_col_3921,x_axis_label,os
two_col_3921,x_axis_label,‘2
two_col_3921,x_axis_label,
two_col_3921,x_axis_label,
two_col_3921,x_axis_label,
two_col_3921,x_axis_label,
two_col_3921,x_axis_label,
two_col_3921,x_axis_label,
two_col_3921,x_axis_label,
two_col_3921,x_axis_label,
two_col_100045,x_axis_label,ry 2018
two_col_100045,x_axis_label,ry 2017
two_col_100045,x_axis_label,Y 2020
two_col_100045,x_axis_label,"“""yY 201¢"
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_24624,x_axis_label,
two_col_42,x_axis_label,‘ids Diana Show
two_col_42,x_axis_label,comelon - Nursey Rhymes
two_col_42,x_axis_label,‘fouTube Movies
two_col_42,x_axis_label,
two_col_42,x_axis_label,DewDiePic.
two_col_42,x_axis_label,Sports
two_col_42,x_axis_label,T-Serje<
two_col_42,x_axis_label,Music
two_col_42,x_axis_label,Camince
two_col_42,x_axis_label,SET India
two_col_4877,x_axis_label,Inited Kinadorr
two_col_4877,x_axis_label,North Macedonit
two_col_4877,x_axis_label,Fee ni
two_col_4877,x_axis_label,Molanc
two_col_4877,x_axis_label,Russia
two_col_4877,x_axis_label,SInveniz
two_col_4877,x_axis_label,Czechiz
two_col_4877,x_axis_label,
two_col_4877,x_axis_label,
two_col_4877,x_axis_label,
two_col_4877,x_axis_label,Greece
two_col_4877,x_axis_label,"Turke,"
two_col_4877,x_axis_label,
two_col_4877,x_axis_label,Austria
two_col_4877,x_axis_label,| atyiz
two_col_4877,x_axis_label,Switzerlanc
two_col_4877,x_axis_label,mrnatiz
two_col_4877,x_axis_label,-erhiz
two_col_4877,x_axis_label,-loariz
two_col_4877,x_axis_label,Sermany
two_col_4877,x_axis_label,te
two_col_4877,x_axis_label,Hungary
two_col_4877,x_axis_label,Belaiurr
multi_col_40794,legend_label,
multi_col_40794,legend_label,Suffocatior
multi_col_40794,legend_label,Firearn
multi_col_40794,legend_label,Poisonina
multi_col_40794,x_axis_label,Male
multi_col_40794,x_axis_label,Female
two_col_41608,x_axis_label,201€
two_col_41608,x_axis_label,2005
two_col_41608,x_axis_label,2012
two_col_41608,x_axis_label,2017
two_col_41608,x_axis_label,2007
two_col_41608,x_axis_label,2017
two_col_41608,x_axis_label,2nNNC
two_col_41608,x_axis_label,2015
two_col_41608,x_axis_label,2014
two_col_41608,x_axis_label,201f
two_col_41608,x_axis_label,N1¢°
two_col_41608,x_axis_label,7011
two_col_100788,x_axis_label,201K
two_col_100788,x_axis_label,2012
two_col_100788,x_axis_label,2019
two_col_100788,x_axis_label,2017
two_col_100788,x_axis_label,2015
two_col_100788,x_axis_label,2016
two_col_100788,x_axis_label,N14
two_col_100788,x_axis_label,201:
two_col_100788,x_axis_label,2011
two_col_100788,x_axis_label,201
two_col_22798,x_axis_label,
two_col_22798,x_axis_label,
two_col_22798,x_axis_label,
two_col_22798,x_axis_label,
two_col_22798,x_axis_label,
two_col_22798,x_axis_label,
two_col_22798,x_axis_label,
two_col_22798,x_axis_label,
two_col_22798,x_axis_label,
two_col_22798,x_axis_label,
two_col_22798,x_axis_label,
two_col_22798,x_axis_label,
two_col_22798,x_axis_label,
two_col_22798,x_axis_label,
two_col_22798,x_axis_label,
two_col_22798,x_axis_label,
two_col_22798,x_axis_label,
two_col_82394,x_axis_label,201¢
two_col_82394,x_axis_label,2012
two_col_82394,x_axis_label,2016
two_col_82394,x_axis_label,2013
two_col_82394,x_axis_label,2015
two_col_82394,x_axis_label,2015
9198,title,"Why island-born
Puerto Ricans leave
for U.S. mainland"
two_col_24603,x_axis_label,ava and the Last Dragor
two_col_24603,x_axis_label,Nobody
two_col_24603,x_axis_label,Soul
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,&
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
two_col_100576,x_axis_label,
multi_col_282,x_axis_label,Under 30.000
multi_col_282,x_axis_label,50.000 to 99.999
multi_col_282,x_axis_label,30.000 to 49.99:
multi_col_282,x_axis_label,250.000 or more
multi_col_282,legend_label,Hillary Clinton
multi_col_282,legend_label,Donald Trump
multi_col_282,x_axis_label,"200,000 tc
Sab oso,"
multi_col_282,x_axis_label,"00,000 tc
yoo a0."
two_col_81833,x_axis_label,
two_col_81833,x_axis_label,
two_col_81833,x_axis_label,
two_col_81833,x_axis_label,","
two_col_81833,x_axis_label,
two_col_81833,x_axis_label,
two_col_81833,x_axis_label,
two_col_81833,x_axis_label,
two_col_81833,x_axis_label,"2,"
two_col_81833,x_axis_label,
two_col_81833,x_axis_label,
two_col_81833,x_axis_label,
two_col_81833,x_axis_label,
two_col_81833,x_axis_label,
two_col_81833,x_axis_label,
two_col_81833,x_axis_label,
two_col_81833,x_axis_label,
two_col_81833,x_axis_label,
two_col_81833,x_axis_label,
multi_col_100348,legend_label,General display
multi_col_100348,legend_label,Classified:
multi_col_100348,legend_label,earch and directories
multi_col_100348,x_axis_label,3 2015
multi_col_100348,x_axis_label,3 201€
multi_col_100348,x_axis_label,94 2017
multi_col_100348,x_axis_label,4 2018
multi_col_100348,x_axis_label,94 201¢
two_col_298,x_axis_label,Fiscal year
two_col_298,x_axis_label,
two_col_298,x_axis_label,2017
two_col_298,x_axis_label,01.
two_col_298,x_axis_label,27
two_col_298,x_axis_label,NIC
two_col_298,x_axis_label,201!
two_col_298,x_axis_label,IN?
two_col_298,x_axis_label,2NNC
two_col_298,x_axis_label,200-7
two_col_298,x_axis_label,2071
two_col_298,x_axis_label,2017
two_col_298,x_axis_label,N16
two_col_298,x_axis_label,2005
two_col_298,x_axis_label,015
two_col_298,x_axis_label,2NIC
two_col_298,x_axis_label,2NNE
9120,x_axis_label,TOTAL
9120,x_axis_label,a
9120,x_axis_label,
9120,x_axis_label,
9120,x_axis_label,50-64
9120,legend_label,TOTAL
9120,x_axis_label,Some college
9120,x_axis_label,t75K+
9120,x_axis_label,
9120,x_axis_label,Rural
9120,x_axis_label,Black
9120,x_axis_label,$30K-$75K
9120,x_axis_label,HS or less
9120,x_axis_label,Urban
9120,legend_label,Some or none
9120,x_axis_label,1829
9120,title,"s, seniors, wealthy among those
most likely to trust their neighbors

%6 who trust__ of their neighbors"
9120,x_axis_label,40.49
9120,x_axis_label,Hispanic
9120,legend_label,Most or all
9120,x_axis_label,College+
9120,x_axis_label,Ages 65+
9120,x_axis_label,Suburban
two_col_18,x_axis_label,ristiano Ronald«
two_col_18,x_axis_label,Janchester Unitec
two_col_18,x_axis_label,Real Madrid C
two_col_18,x_axis_label,lustin Bieber
two_col_18,x_axis_label,Coca-Colz
two_col_18,x_axis_label,Jarry Potter
two_col_18,x_axis_label,Barcelona
two_col_18,x_axis_label,Tasty
two_col_18,x_axis_label,"AcDonala"":"
two_col_18,x_axis_label,Mr Rear
two_col_18,x_axis_label,Poe shook
two_col_18,x_axis_label,YouTube
two_col_18,x_axis_label,Eminer
two_col_18,x_axis_label,Samsunc
two_col_18,x_axis_label,
two_col_18,x_axis_label,Rihannez
two_col_18,x_axis_label,Shakir
two_col_18,x_axis_label,
two_col_18,x_axis_label,Will Smitr
two_col_18,x_axis_label,Leo Mess
two_col_42636,x_axis_label,99/10
two_col_42636,x_axis_label,08/09
two_col_42636,x_axis_label,15/06
two_col_42636,x_axis_label,ANTS
two_col_42636,x_axis_label,
two_col_42636,x_axis_label,16/07
two_col_42636,x_axis_label,112
two_col_42636,x_axis_label,13/]4
two_col_42636,x_axis_label,07/08
two_col_42636,x_axis_label,10/77
two_col_22220,x_axis_label,19900
two_col_22220,x_axis_label,2018
two_col_22220,x_axis_label,nC
two_col_22220,x_axis_label,2000
two_col_22220,x_axis_label,19070
two_col_22220,x_axis_label,2017
two_col_22220,x_axis_label,1a6n
two_col_22220,x_axis_label,2005
two_col_22220,x_axis_label,2015
two_col_22220,x_axis_label,FORD
two_col_60570,x_axis_label,2020
two_col_60570,x_axis_label,2O1E
two_col_60570,x_axis_label,01
two_col_60570,x_axis_label,201)
two_col_60570,x_axis_label,2010
two_col_60570,x_axis_label,2014
two_col_60570,x_axis_label,2013
two_col_60570,x_axis_label,NIC
two_col_60570,x_axis_label,201°
two_col_60570,x_axis_label,2012
multi_col_1428,x_axis_label,
multi_col_1428,x_axis_label,Inited States
multi_col_1428,legend_label,Important
multi_col_1428,legend_label,Very important
multi_col_1428,x_axis_label,
multi_col_1428,x_axis_label,Avretraliz
multi_col_1428,x_axis_label,France
multi_col_40097,legend_label,Not fre
multi_col_40097,legend_label,Free
multi_col_40097,legend_label,Partially fre:
multi_col_40097,x_axis_label,Americas
multi_col_40097,x_axis_label,
multi_col_40097,x_axis_label,sub-Saharat
multi_col_40097,x_axis_label,"Asia and
oe"
multi_col_40097,x_axis_label,
multi_col_40097,x_axis_label,
multi_col_40097,x_axis_label,"fiddle Eas
and North
Mfree."
two_col_3181,x_axis_label,
two_col_3181,x_axis_label,
two_col_3181,x_axis_label,
two_col_3181,x_axis_label,
two_col_3181,x_axis_label,
two_col_3181,x_axis_label,
two_col_3181,x_axis_label,
two_col_3181,x_axis_label,
two_col_3181,x_axis_label,
two_col_3181,x_axis_label,
two_col_3181,x_axis_label,
two_col_3181,x_axis_label,
two_col_3181,x_axis_label,
two_col_3181,x_axis_label,
two_col_3181,x_axis_label,
two_col_3181,x_axis_label,
two_col_62346,x_axis_label,2010
two_col_62346,x_axis_label,201!
two_col_62346,x_axis_label,201¢
two_col_62346,x_axis_label,nN1¢
two_col_62346,x_axis_label,2011
two_col_62346,x_axis_label,2N1E
two_col_62346,x_axis_label,200¢
two_col_62346,x_axis_label,2017
two_col_62346,x_axis_label,2014
two_col_62346,x_axis_label,1?
two_col_62346,x_axis_label,201:
multi_col_40553,x_axis_label,"a
47.1%
47.1%

B 4s.3%
ae"
multi_col_40553,x_axis_label,
multi_col_40553,legend_label,201.
multi_col_40553,legend_label,IO1e
multi_col_40553,x_axis_label,Yirect writing
multi_col_40553,legend_label,3014
multi_col_40553,legend_label,201.
multi_col_40553,legend_label,201°
multi_col_40553,x_axis_label,Agents
multi_col_40553,x_axis_label,Pen bors
two_col_82407,x_axis_label,2010
two_col_82407,x_axis_label,2015
two_col_82407,x_axis_label,2012
two_col_82407,x_axis_label,2015
two_col_82407,x_axis_label,201¢
two_col_82407,x_axis_label,2020
two_col_82407,x_axis_label,I01E
two_col_82407,x_axis_label,2013
two_col_82407,x_axis_label,NIC
two_col_82407,x_axis_label,>01-
two_col_82407,x_axis_label,201
two_col_103746,x_axis_label,197¢
two_col_103746,x_axis_label,1960
two_col_103746,x_axis_label,2020
two_col_103746,x_axis_label,1980
two_col_103746,x_axis_label,2019
two_col_103746,x_axis_label,"201"""
two_col_103746,x_axis_label,200°
two_col_103746,x_axis_label,2000
two_col_103746,x_axis_label,2010
two_col_103746,x_axis_label,2016
two_col_103746,x_axis_label,N1.e
two_col_103746,x_axis_label,199°
two_col_103746,x_axis_label,200¢
two_col_103746,x_axis_label,200%
two_col_103746,x_axis_label,2007
two_col_103746,x_axis_label,2nn¢
two_col_103746,x_axis_label,201:
two_col_103746,x_axis_label,2013
two_col_103746,x_axis_label,201
two_col_103746,x_axis_label,2006
two_col_103746,x_axis_label,2012
two_col_103746,x_axis_label,201
two_col_1855,x_axis_label,Inited Continental
two_col_1855,x_axis_label,JACe
two_col_1855,x_axis_label,‘hina Southerr
two_col_1855,x_axis_label,Southwest
two_col_1855,x_axis_label,lina Easterr
two_col_1855,x_axis_label,Americar
two_col_1855,x_axis_label,Delta
two_col_1855,x_axis_label,ufthansa*
two_col_1855,x_axis_label,Air Chin;
two_col_1855,x_axis_label,Rvyanai
two_col_360,x_axis_label,2020
two_col_360,x_axis_label,"2026"""
two_col_360,x_axis_label,"2023"""
two_col_360,x_axis_label,201€
two_col_360,x_axis_label,271%
two_col_360,x_axis_label,201¢
two_col_360,x_axis_label,"2022"""
two_col_360,x_axis_label,"2025"""
two_col_360,x_axis_label,"2024"""
two_col_360,x_axis_label,201;
two_col_360,x_axis_label,201;
two_col_104855,x_axis_label,ne week
two_col_104855,x_axis_label,Do not know
two_col_104855,x_axis_label,Longer
two_col_104855,x_axis_label,Two to thre
two_col_104855,x_axis_label,2ss than tw
two_col_104855,x_axis_label,ess than é
two_col_104855,x_axis_label,our to five
multi_col_100726,x_axis_label,2018
multi_col_100726,x_axis_label,201¢
multi_col_100726,legend_label,Jnited States and Canad
multi_col_100726,legend_label,Europ
multi_col_100726,legend_label,Australasia and othe
multi_col_100726,x_axis_label,202C
multi_col_100726,x_axis_label,2013
two_col_81030,x_axis_label,2012
two_col_81030,x_axis_label,2012
two_col_81030,x_axis_label,2020
two_col_81030,x_axis_label,201%
two_col_81030,x_axis_label,2016
two_col_81030,x_axis_label,01
two_col_81030,x_axis_label,n1¢
two_col_81030,x_axis_label,214
two_col_81030,x_axis_label,201°
two_col_81030,x_axis_label,N15
two_col_81030,x_axis_label,2011
multi_col_60527,x_axis_label,
multi_col_60527,x_axis_label,1981
multi_col_60527,legend_label,Civil satellit
multi_col_60527,x_axis_label,1 90%
multi_col_60527,x_axis_label,198]
multi_col_60527,x_axis_label,199.
multi_col_60527,x_axis_label,198°
multi_col_60527,x_axis_label,199:
multi_col_60527,x_axis_label,199:
multi_col_60527,x_axis_label,198:
multi_col_60527,x_axis_label,1991
multi_col_60527,x_axis_label,198:
multi_col_60527,x_axis_label,199°
multi_col_60527,x_axis_label,198°
multi_col_60527,x_axis_label,199¢
multi_col_60527,x_axis_label,198)
multi_col_60527,x_axis_label,1982
multi_col_60527,x_axis_label,1o0R4
multi_col_60527,x_axis_label,-200¢
multi_col_60527,x_axis_label,198:
multi_col_60527,x_axis_label,1997
multi_col_60527,legend_label,Military satellite
multi_col_60527,x_axis_label,200:
multi_col_60527,x_axis_label,1905
multi_col_60527,x_axis_label,
multi_col_60527,x_axis_label,200:
multi_col_60527,x_axis_label,2000
multi_col_60527,x_axis_label,2007
multi_col_60527,x_axis_label,200%
multi_col_60527,x_axis_label,2005
multi_col_60527,x_axis_label,
multi_col_60527,x_axis_label,2006
two_col_102641,x_axis_label,Iwnership type
two_col_102641,x_axis_label,state /local governmen
two_col_102641,x_axis_label,For-profit
two_col_102641,x_axis_label,Non-profit
two_col_102641,x_axis_label,Total
two_col_83094,x_axis_label,Coarcics
two_col_83094,x_axis_label,Mavotte
two_col_83094,x_axis_label,uvergne-Rhone-Alpe:
two_col_83094,x_axis_label,Pays de la Loir
two_col_83094,x_axis_label,Centre-Val de Loire
two_col_83094,x_axis_label,Provence-Alpes-Céte d'Azur
two_col_83094,x_axis_label,Bourgoane-Franche-Comté
two_col_83094,x_axis_label,Jouvelle-Aguitains
two_col_83094,x_axis_label,Guyane
two_col_83094,x_axis_label,jauts-—de-Franc
two_col_83094,x_axis_label,lle-de-Francs
two_col_83094,x_axis_label,Guadeloupe
two_col_83094,x_axis_label,Normand
two_col_83094,x_axis_label,Occitan
two_col_83094,x_axis_label,la Réunio:
two_col_83094,x_axis_label,Martiniqus
two_col_83094,x_axis_label,Brittan’
two_col_83094,x_axis_label,Srand Est
multi_col_100244,x_axis_label,All with hypertensior
multi_col_100244,legend_label,
multi_col_100244,x_axis_label,"Hypertensiv
eee"
multi_col_100244,legend_label,Nome!
multi_col_100244,x_axis_label,"iypertensive
aoe erating"
multi_col_100244,x_axis_label,"lypertensive
vee"
multi_col_100244,x_axis_label,"vormotensiv
oe"
two_col_23108,x_axis_label,2024°
two_col_23108,x_axis_label,2017
two_col_23108,x_axis_label,"2023"""
two_col_23108,x_axis_label,20?1°
two_col_23108,x_axis_label,N1F
two_col_23108,x_axis_label,2015
two_col_23108,x_axis_label,2022%
two_col_23108,x_axis_label,2025:
two_col_23108,x_axis_label,2015
two_col_23108,x_axis_label,N20
two_col_23108,x_axis_label,201%
multi_col_21020,x_axis_label,Canad:
multi_col_21020,legend_label,ustralia & New Zealan
multi_col_21020,legend_label,Canad:
multi_col_21020,legend_label,Mexico & Chik
multi_col_21020,legend_label,|
multi_col_21020,legend_label,United State:
multi_col_21020,legend_label,China
multi_col_21020,legend_label,india
multi_col_21020,x_axis_label,2040*
multi_col_21020,x_axis_label,"2030"""
multi_col_21020,x_axis_label,"2050"""
multi_col_21020,x_axis_label,"20270"""
multi_col_21020,x_axis_label,2018
two_col_3892,x_axis_label,2013/14
two_col_3892,x_axis_label,2009/14
two_col_3892,x_axis_label,2015/1¢
two_col_3892,x_axis_label,019/2C
two_col_3892,x_axis_label,2018/15
two_col_3892,x_axis_label,"2014/1"""
two_col_3892,x_axis_label,2016/1
two_col_3892,x_axis_label,012)
two_col_3892,x_axis_label,2010/1)
two_col_3892,x_axis_label,O17 ITE
two_col_3892,x_axis_label,2011/1:
two_col_60114,x_axis_label,70 000
two_col_60114,x_axis_label,60 000
two_col_60114,x_axis_label,"2010"""
two_col_60114,x_axis_label,2020
two_col_60114,x_axis_label,201!
two_col_23590,x_axis_label,ukurova Airport
two_col_23590,x_axis_label,Jeak Games
two_col_23590,x_axis_label,Jakifbank
two_col_23590,x_axis_label,‘urkcell
two_col_23590,x_axis_label,Hs Iban
two_col_102454,x_axis_label,2018
two_col_102454,x_axis_label,2016
two_col_102454,x_axis_label,201] Qe
two_col_102454,x_axis_label,2017
two_col_24067,x_axis_label,Zopa
two_col_24067,x_axis_label,Iatecotter
two_col_24067,x_axis_label,Cabbage
two_col_24067,x_axis_label,endinaClut
two_col_24067,x_axis_label,Soc;
two_col_24067,x_axis_label,
two_col_24067,x_axis_label,
two_col_24067,x_axis_label,InDeck
two_col_5815,x_axis_label,2021:
two_col_5815,x_axis_label,20)22%
two_col_5815,x_axis_label,2017
two_col_5815,x_axis_label,"2025"""
two_col_5815,x_axis_label,"274"""
two_col_5815,x_axis_label,N15
two_col_5815,x_axis_label,2020
two_col_5815,x_axis_label,272:
two_col_5815,x_axis_label,201°
two_col_5815,x_axis_label,2016
two_col_5815,x_axis_label,2015
two_col_61448,x_axis_label,2020
two_col_61448,x_axis_label,2n07
two_col_61448,x_axis_label,201?
two_col_61448,x_axis_label,201¢
two_col_61448,x_axis_label,N1eE
two_col_61448,x_axis_label,2008
two_col_61448,x_axis_label,2017
two_col_61448,x_axis_label,N18
two_col_61448,x_axis_label,2NNC
two_col_61448,x_axis_label,2NI1¢
two_col_61448,x_axis_label,2015
two_col_61448,x_axis_label,N1Z
two_col_61448,x_axis_label,2017
two_col_61448,x_axis_label,201)
two_col_102705,x_axis_label,wiblic and mixed fairs
two_col_102705,x_axis_label,Trade fairs
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_3790,x_axis_label,
two_col_23826,x_axis_label,Ophthalmic devices /equipmen’
two_col_23826,x_axis_label,ingle use technolog
two_col_23826,x_axis_label,Hospital hardware
two_col_23826,x_axis_label,"Medical imaging/ultrasound equipment
‘and materials"
two_col_23826,x_axis_label,sntal and maxillofacial technoloay
two_col_23826,x_axis_label,irgical instruments (re-usable)
two_col_23826,x_axis_label,rdiovascular and vascular devices
two_col_23826,x_axis_label,Mobility access
two_col_23826,x_axis_label,mplantable device:
two_col_23826,x_axis_label,Wound care and management
two_col_23826,x_axis_label,rthopaedic device:
two_col_23826,x_axis_label,‘ssistive technoloa\
two_col_23826,x_axis_label,‘Infection contro
two_col_23826,x_axis_label,"“usable diagnostic or analytic:
‘equipment"
two_col_23826,x_axis_label,Neurolog
two_col_23826,x_axis_label,inital health
two_col_23826,x_axis_label,adiotherapy equipment
two_col_23826,x_axis_label,In vitro diagnostic technoloay
two_col_23826,x_axis_label,Drua deliver
10451,title,"Obama's Ratings Decline in Israel

How much confidence do you have in President Obama
to do the right thing regarding world affairs?"
10451,legend_label,
10451,legend_label,
10451,x_axis_label,2015
10451,x_axis_label,2011
10451,x_axis_label,2013
10451,x_axis_label,"2009,"
multi_col_60830,legend_label,United States
